from,to,weight
L05528PNOD1,W03900PMBX0,16
L05528PNOD1,W03900PMBX0,8
L05528PNOD2,L05374PORA0,31
L05528PNOD2,L05374PORA0,204
L05528PNOD2,L05374PORA0,306
L05528PNOD2,L05374PORA0,1
L05528PNOD2,L05374PORA0,306
L05528PNOD2,L05374PORA0,459
L05528PNOD2,L05374PORA0,1
L05528PNOD2,L05528PNOD1,1
L05528PNOD2,L05528PNOD1,19
L05528PNOD2,L05528PNOD1,12
L05528PNOD2,L05528PNOD1,5
L05528PNOD2,L05528PNOD1,2
L05528PNOD2,L05528PNOD1,1
L05528PNOD2,L05528PNOD1,102
L05528PNOD2,L05528PNOD1,137
L05528PNOD2,L05528PNOD1,1
L05528PNOD2,L05528PNOD1,2
L05528PNOD2,L05528PNOD1,1
L05528PNOD2,L05528PNOD1,102
L05528PNOD2,L05528PNOD1,1
L05528PNOD2,L05528PNOD1,1
L05528PNOD2,L05528PNOD1,1
L05528PNOD2,L05528PNOD1,1
L05528PNOD2,L05528PNOD1,1
L05528PNOD2,L05528PNOD1,2
L05528PNOD2,L05528PNOD1,1
L05528PNOD2,L05528PNOD1,1
L05528PNOD2,L05528PNOD1,4
L05528PNOD2,L05528PNOD1,1
L05528PNOD2,L05528PNOD1,1
L05528PNOD2,L05528PNOD1,14
L05528PNOD2,L05528PNOD1,1
