from,to,weight,tag
10.56.119.59,10.56.122.183,15,W05115PNOD3
10.56.119.59,10.56.122.183,120,W05115PNOD3
10.56.119.59,10.56.122.183,72,W05115PNOD3
10.56.119.59,10.56.122.183,101,W05115PNOD3
10.56.119.59,10.56.122.183,26,W05115PNOD3
10.56.119.60,10.56.122.183,8,W05115PNOD3
10.56.119.60,10.56.122.183,9,W05115PNOD3
10.56.119.60,10.56.122.183,15,W05115PNOD3
10.56.119.60,10.56.122.183,19,W05115PNOD3
10.56.119.60,10.56.122.183,28,W05115PNOD3
10.56.119.60,10.56.122.183,94,W05115PNOD3
10.56.122.181,10.56.122.183,1,W05115PNOD3
10.56.122.181,10.56.122.183,1,W05115PNOD3
10.56.122.181,10.56.122.183,2,W05115PNOD3
10.56.122.181,10.56.122.183,14,W05115PNOD3
10.56.122.182,10.56.122.183,1,W05115PNOD3
10.56.122.182,10.56.122.183,6,W05115PNOD3
10.56.122.182,10.56.122.183,1,W05115PNOD3
10.56.122.182,10.56.122.183,6,W05115PNOD3
10.56.122.182,10.56.122.180,4,W05115PNOD3
10.56.122.182,10.56.122.183,18,W05115PNOD3
10.56.122.182,10.56.122.187,4,W05115PNOD3
10.56.122.175,10.56.122.180,3,W05115PNOD3
10.56.122.175,10.56.122.183,4,W05115PNOD3
10.56.122.175,10.56.122.183,2,W05115PNOD3
10.56.122.175,10.56.122.180,4,W05115PNOD3
10.56.122.175,10.56.122.180,3,W05115PNOD3
10.56.122.175,10.56.122.183,12,W05115PNOD3
10.56.122.175,10.56.122.183,17,W05115PNOD3
10.56.122.175,10.56.122.183,5,W05115PNOD3
10.56.122.175,10.56.122.187,4,W05115PNOD3
10.56.122.175,10.56.122.183,3,W05115PNOD3
10.56.122.175,10.56.122.180,2,W05115PNOD3
10.56.122.175,10.56.122.180,3,W05115PNOD3
10.56.122.175,10.56.122.183,50,W05115PNOD3
10.56.122.175,10.56.122.183,2,W05115PNOD3
10.56.122.175,10.56.122.187,1,W05115PNOD3
10.56.122.70,10.56.122.183,1,W05115PNOD3
10.56.122.70,10.56.122.183,435,W05115PNOD3
10.11.96.99,10.56.98.39,1,W05117PAPP0
10.156.15.131,10.56.98.39,8,W05117PAPP0
10.156.15.131,10.56.98.39,6,W05117PAPP0
10.156.15.131,10.56.98.39,756,W05117PAPP0
10.156.15.78,10.56.98.39,8,W05117PAPP0
10.156.15.78,10.56.98.39,1,W05117PAPP0
10.156.72.2,10.56.98.39,2,W05117PAPP0
10.167.227.199,10.56.98.39,4,W05117PAPP0
10.167.255.245,10.56.98.39,4,W05117PAPP0
10.177.103.166,10.56.98.39,4,W05117PAPP0
10.186.0.7,10.56.98.39,4,W05117PAPP0
10.193.192.140,10.56.98.39,4,W05117PAPP0
10.193.192.140,10.56.98.39,4,W05117PAPP0
10.193.249.11,10.56.98.39,2784,W05117PAPP0
10.193.249.11,10.56.98.39,17,W05117PAPP0
10.193.249.11,10.56.98.39,1863,W05117PAPP0
10.193.249.11,10.56.98.39,13,W05117PAPP0
10.193.255.5,10.56.98.39,4,W05117PAPP0
10.226.23.181,10.56.98.39,4,W05117PAPP0
10.27.152.85,10.56.98.39,4,W05117PAPP0
10.27.153.108,10.56.98.39,2,W05117PAPP0
10.27.153.108,10.56.98.39,4,W05117PAPP0
10.56.1.55,10.56.98.39,188,W05117PAPP0
10.56.113.215,10.56.98.39,1,W05117PAPP0
10.56.113.215,10.56.98.39,2,W05117PAPP0
10.56.113.215,10.56.98.39,2,W05117PAPP0
10.56.113.215,10.56.98.39,1,W05117PAPP0
10.56.113.94,10.56.98.39,48,W05117PAPP0
10.56.122.122,10.56.98.39,10,W05117PAPP0
10.56.122.122,10.56.98.39,6,W05117PAPP0
10.56.122.122,10.56.98.39,8,W05117PAPP0
10.56.122.122,10.56.98.39,1,W05117PAPP0
10.56.122.122,10.56.98.39,1,W05117PAPP0
10.56.122.122,10.56.98.39,1,W05117PAPP0
10.56.122.122,10.56.98.39,2,W05117PAPP0
10.56.122.122,10.56.98.39,1,W05117PAPP0
10.56.122.122,10.56.98.39,4,W05117PAPP0
10.56.122.122,10.56.98.39,3,W05117PAPP0
10.56.16.52,10.56.98.39,189,W05117PAPP0
10.56.18.11,10.56.98.39,189,W05117PAPP0
10.56.18.12,10.56.98.39,189,W05117PAPP0
10.56.18.141,10.56.98.39,189,W05117PAPP0
10.56.18.142,10.56.98.39,189,W05117PAPP0
10.56.18.27,10.56.98.39,189,W05117PAPP0
10.56.8.141,10.56.98.39,2,W05117PAPP0
10.56.8.141,10.56.98.39,7,W05117PAPP0
10.56.8.67,10.56.98.39,1,W05117PAPP0
10.56.8.67,10.56.98.39,3,W05117PAPP0
10.56.8.95,10.56.98.39,5,W05117PAPP0
10.56.8.95,10.56.98.39,6,W05117PAPP0
10.58.96.155,10.56.98.39,4,W05117PAPP0
10.60.1.15,10.56.98.39,4,W05117PAPP0
10.56.119.59,10.56.98.39,3,W05117PAPP0
10.56.119.59,10.56.98.39,5,W05117PAPP0
10.56.119.59,10.56.98.39,40,W05117PAPP0
10.56.119.59,10.56.98.39,56,W05117PAPP0
10.56.119.59,10.56.98.39,41,W05117PAPP0
10.56.119.59,10.56.98.39,8,W05117PAPP0
10.56.119.60,10.56.98.39,3,W05117PAPP0
10.56.119.60,10.56.98.39,6,W05117PAPP0
10.56.119.60,10.56.98.39,15,W05117PAPP0
10.56.119.60,10.56.98.39,6,W05117PAPP0
10.56.119.60,10.56.98.39,37,W05117PAPP0
10.56.119.60,10.56.98.39,8,W05117PAPP0
10.56.122.175,10.56.98.39,1,W05117PAPP0
10.56.122.175,10.56.98.39,10,W05117PAPP0
10.56.122.175,10.56.98.39,11,W05117PAPP0
10.56.122.175,10.56.98.39,1,W05117PAPP0
10.56.122.175,10.56.98.39,52,W05117PAPP0
10.56.122.175,10.56.98.39,1,W05117PAPP0
10.56.122.70,10.56.98.39,2,W05117PAPP0
10.56.122.70,10.56.98.39,413,W05117PAPP0
10.56.119.59,10.156.28.138,20,W05120QAPP0
10.56.119.59,10.156.28.138,27,W05120QAPP0
10.56.119.59,10.156.28.138,39,W05120QAPP0
10.56.119.59,10.156.28.138,48,W05120QAPP0
10.56.119.59,10.156.28.138,187,W05120QAPP0
10.56.119.59,10.156.28.138,8,W05120QAPP0
10.56.119.60,10.156.28.138,16,W05120QAPP0
10.56.119.60,10.156.28.138,17,W05120QAPP0
10.56.119.60,10.156.28.138,33,W05120QAPP0
10.56.119.60,10.156.28.138,36,W05120QAPP0
10.56.119.60,10.156.28.138,168,W05120QAPP0
10.56.119.60,10.156.28.138,7,W05120QAPP0
10.56.122.175,10.156.28.138,26,W05120QAPP0
10.56.122.175,10.156.28.138,30,W05120QAPP0
10.56.122.175,10.156.28.138,1,W05120QAPP0
10.56.122.175,10.156.28.138,82,W05120QAPP0
10.11.96.99,10.56.122.226,1,W05142PAPP0
10.11.96.99,10.56.122.226,1,W05142PAPP0
10.11.96.99,10.56.122.226,1,W05142PAPP0
10.12.96.13,10.56.122.226,4,W05142PAPP0
10.156.15.126,10.56.122.226,3,W05142PAPP0
10.156.15.18,10.56.122.226,1,W05142PAPP0
10.156.15.184,10.56.122.226,5,W05142PAPP0
10.156.15.25,10.56.122.226,2,W05142PAPP0
10.156.15.30,10.56.122.226,5,W05142PAPP0
10.156.15.30,10.56.122.226,2,W05142PAPP0
10.156.15.32,10.56.122.226,1,W05142PAPP0
10.156.15.40,10.56.122.226,1,W05142PAPP0
10.156.15.51,10.56.122.226,5,W05142PAPP0
10.156.15.62,10.56.122.226,2,W05142PAPP0
10.156.15.63,10.56.122.226,2,W05142PAPP0
10.156.15.67,10.56.122.226,2,W05142PAPP0
10.156.15.73,10.56.122.226,1,W05142PAPP0
10.156.15.81,10.56.122.226,1,W05142PAPP0
10.156.15.87,10.56.122.226,1,W05142PAPP0
10.156.72.8,10.56.122.226,1,W05142PAPP0
10.167.227.199,10.56.122.226,4,W05142PAPP0
10.167.243.200,10.56.122.226,4,W05142PAPP0
10.177.97.13,10.56.122.226,4,W05142PAPP0
10.186.0.7,10.56.122.226,2,W05142PAPP0
10.186.0.7,10.56.122.226,4,W05142PAPP0
10.193.192.140,10.56.122.226,1,W05142PAPP0
10.193.192.140,10.56.122.226,2,W05142PAPP0
10.193.255.5,10.56.122.226,1,W05142PAPP0
10.193.8.172,10.56.122.226,4,W05142PAPP0
10.193.9.57,10.56.122.226,4,W05142PAPP0
10.193.9.60,10.56.122.226,8,W05142PAPP0
10.21.96.129,10.56.122.226,4,W05142PAPP0
10.226.8.51,10.56.122.226,4,W05142PAPP0
10.56.0.106,10.56.122.226,2,W05142PAPP0
10.56.0.112,10.56.122.226,5,W05142PAPP0
10.56.0.18,10.56.122.226,2,W05142PAPP0
10.56.0.46,10.56.122.226,1,W05142PAPP0
10.56.0.54,10.56.122.226,1,W05142PAPP0
10.56.0.55,10.56.122.226,2,W05142PAPP0
10.56.0.79,10.56.122.226,1,W05142PAPP0
10.56.0.82,10.56.122.226,1,W05142PAPP0
10.56.113.215,10.56.122.226,1,W05142PAPP0
10.56.113.215,10.56.122.226,2,W05142PAPP0
10.56.113.215,10.56.122.226,4,W05142PAPP0
10.56.12.15,10.56.122.226,2,W05142PAPP0
10.56.122.122,10.56.122.226,6,W05142PAPP0
10.56.122.122,10.56.122.226,5,W05142PAPP0
10.56.122.122,10.56.122.226,1,W05142PAPP0
10.56.122.122,10.56.122.226,1,W05142PAPP0
10.56.122.122,10.56.122.226,9,W05142PAPP0
10.56.32.24,10.56.122.226,3,W05142PAPP0
10.56.4.124,10.56.122.226,2,W05142PAPP0
10.56.4.72,10.56.122.226,1,W05142PAPP0
10.56.8.16,10.56.122.226,2,W05142PAPP0
10.56.8.171,10.56.122.226,1,W05142PAPP0
10.56.8.187,10.56.122.226,1,W05142PAPP0
10.56.8.193,10.56.122.226,4,W05142PAPP0
10.56.8.197,10.56.122.226,6,W05142PAPP0
10.56.8.45,10.56.122.226,9,W05142PAPP0
10.56.8.54,10.56.122.226,6,W05142PAPP0
10.56.8.68,10.56.122.226,6,W05142PAPP0
10.58.96.154,10.56.122.226,4,W05142PAPP0
10.59.96.6,10.56.122.226,4,W05142PAPP0
10.60.1.15,10.56.122.226,4,W05142PAPP0
10.56.119.59,10.56.122.226,10,W05142PAPP0
10.56.119.59,10.56.122.226,9,W05142PAPP0
10.56.119.59,10.56.122.226,100,W05142PAPP0
10.56.119.59,10.56.122.226,72,W05142PAPP0
10.56.119.59,10.56.122.226,144,W05142PAPP0
10.56.119.59,10.56.122.226,16,W05142PAPP0
10.56.119.60,10.56.122.226,11,W05142PAPP0
10.56.119.60,10.56.122.226,13,W05142PAPP0
10.56.119.60,10.56.122.226,24,W05142PAPP0
10.56.119.60,10.56.122.226,28,W05142PAPP0
10.56.119.60,10.56.122.226,143,W05142PAPP0
10.56.119.60,10.56.122.226,17,W05142PAPP0
10.56.122.99,10.56.122.226,1,W05142PAPP0
10.56.122.99,10.56.122.226,8,W05142PAPP0
10.56.122.175,10.56.122.226,1,W05142PAPP0
10.56.122.175,10.56.122.226,10,W05142PAPP0
10.56.122.175,10.56.122.226,9,W05142PAPP0
10.56.122.175,10.56.122.226,1,W05142PAPP0
10.56.122.175,10.56.122.226,47,W05142PAPP0
10.56.122.175,10.56.122.226,2,W05142PAPP0
10.56.122.70,10.56.122.226,5,W05142PAPP0
10.56.119.59,10.156.28.70,16,W05160PAPP0
10.56.119.59,10.156.28.70,17,W05160PAPP0
10.56.119.59,10.156.28.70,120,W05160PAPP0
10.56.119.59,10.156.28.70,152,W05160PAPP0
10.56.119.59,10.156.28.70,4,W05160PAPP0
10.56.119.59,10.156.28.70,94,W05160PAPP0
10.56.119.60,10.156.28.70,16,W05160PAPP0
10.56.119.60,10.156.28.70,9,W05160PAPP0
10.56.119.60,10.156.28.70,18,W05160PAPP0
10.56.119.60,10.156.28.70,33,W05160PAPP0
10.56.119.60,10.156.28.70,1,W05160PAPP0
10.56.119.60,10.156.28.70,83,W05160PAPP0
10.56.122.175,10.156.28.70,24,W05160PAPP0
10.56.122.175,10.156.28.70,25,W05160PAPP0
10.56.122.175,10.156.28.70,4,W05160PAPP0
10.56.122.175,10.156.28.70,8,W05160PAPP0
10.56.122.175,10.156.28.70,83,W05160PAPP0
10.11.96.99,10.56.122.165,1,W05169PAPP0
10.12.96.13,10.56.122.165,4,W05169PAPP0
10.167.255.245,10.56.122.165,4,W05169PAPP0
10.177.103.166,10.56.122.165,4,W05169PAPP0
10.193.192.140,10.56.122.165,2,W05169PAPP0
10.193.192.140,10.56.122.165,1,W05169PAPP0
10.193.249.11,10.56.122.165,28,W05169PAPP0
10.193.249.11,10.56.122.165,1919,W05169PAPP0
10.193.249.11,10.56.122.165,1341,W05169PAPP0
10.193.249.11,10.56.122.165,13,W05169PAPP0
10.21.96.129,10.56.122.165,4,W05169PAPP0
10.226.23.181,10.56.122.165,4,W05169PAPP0
10.27.153.108,10.56.122.165,4,W05169PAPP0
10.49.0.14,10.56.122.165,1,W05169PAPP0
10.56.113.215,10.56.122.165,1,W05169PAPP0
10.56.113.215,10.56.122.165,1,W05169PAPP0
10.56.113.215,10.56.122.165,1,W05169PAPP0
10.56.113.215,10.56.122.165,1,W05169PAPP0
10.56.113.215,10.56.122.165,5,W05169PAPP0
10.56.113.93,10.56.122.165,1,W05169PAPP0
10.56.113.94,10.56.122.165,1,W05169PAPP0
10.56.122.122,10.56.122.165,2,W05169PAPP0
10.56.122.122,10.56.122.165,6,W05169PAPP0
10.56.122.122,10.56.122.165,1,W05169PAPP0
10.56.122.122,10.56.122.165,2,W05169PAPP0
10.56.122.122,10.56.122.165,4,W05169PAPP0
10.59.96.6,10.56.122.165,4,W05169PAPP0
10.82.1.1,10.56.122.165,1,W05169PAPP0
10.56.119.59,10.56.122.165,12,W05169PAPP0
10.56.119.59,10.56.122.165,33,W05169PAPP0
10.56.119.59,10.56.122.165,124,W05169PAPP0
10.56.119.59,10.56.122.165,204,W05169PAPP0
10.56.119.59,10.56.122.165,162,W05169PAPP0
10.56.119.59,10.56.122.165,40,W05169PAPP0
10.56.119.60,10.56.122.165,22,W05169PAPP0
10.56.119.60,10.56.122.165,30,W05169PAPP0
10.56.119.60,10.56.122.165,43,W05169PAPP0
10.56.119.60,10.56.122.165,45,W05169PAPP0
10.56.119.60,10.56.122.165,161,W05169PAPP0
10.56.119.60,10.56.122.165,37,W05169PAPP0
10.156.24.181,10.56.122.165,5,W05169PAPP0
10.56.122.175,10.56.122.165,1,W05169PAPP0
10.56.122.175,10.56.122.165,11,W05169PAPP0
10.56.122.175,10.56.122.165,12,W05169PAPP0
10.56.122.175,10.56.122.165,1,W05169PAPP0
10.56.122.175,10.56.122.165,55,W05169PAPP0
10.56.122.175,10.56.122.165,1,W05169PAPP0
10.56.122.70,10.56.122.165,2,W05169PAPP0
10.56.122.70,10.56.122.165,357,W05169PAPP0
10.11.96.11,10.56.119.213,2,W05176PSQL0
10.11.96.11,10.56.119.213,5,W05176PSQL0
10.12.96.13,10.56.119.213,4,W05176PSQL0
10.156.15.121,10.56.119.213,28,W05176PSQL0
10.156.15.121,10.56.119.213,7,W05176PSQL0
10.156.15.121,10.56.119.213,2,W05176PSQL0
10.156.15.51,10.56.119.213,2,W05176PSQL0
10.167.227.199,10.56.119.213,4,W05176PSQL0
10.167.243.200,10.56.119.213,4,W05176PSQL0
10.167.255.245,10.56.119.213,4,W05176PSQL0
10.177.103.166,10.56.119.213,2,W05176PSQL0
10.177.97.13,10.56.119.213,2,W05176PSQL0
10.177.97.13,10.56.119.213,7,W05176PSQL0
10.186.0.7,10.56.119.213,1,W05176PSQL0
10.193.192.140,10.56.119.213,2,W05176PSQL0
10.193.192.140,10.56.119.213,3,W05176PSQL0
10.193.249.11,10.56.119.213,2216,W05176PSQL0
10.193.249.11,10.56.119.213,72,W05176PSQL0
10.193.249.11,10.56.119.213,1835,W05176PSQL0
10.193.249.11,10.56.119.213,51,W05176PSQL0
10.193.255.5,10.56.119.213,4,W05176PSQL0
10.193.8.172,10.56.119.213,4,W05176PSQL0
10.193.9.60,10.56.119.213,4,W05176PSQL0
10.21.96.129,10.56.119.213,4,W05176PSQL0
10.226.23.181,10.56.119.213,4,W05176PSQL0
10.226.8.51,10.56.119.213,4,W05176PSQL0
10.27.153.108,10.56.119.213,4,W05176PSQL0
10.27.154.32,10.56.119.213,4,W05176PSQL0
10.56.113.215,10.56.119.213,3,W05176PSQL0
10.56.113.215,10.56.119.213,2,W05176PSQL0
10.56.113.215,10.56.119.213,3,W05176PSQL0
10.56.113.215,10.56.119.213,3,W05176PSQL0
10.56.113.94,10.56.119.213,406,W05176PSQL0
10.56.113.94,10.56.119.213,1,W05176PSQL0
10.56.122.122,10.56.119.213,4,W05176PSQL0
10.56.122.122,10.56.119.213,7,W05176PSQL0
10.56.122.122,10.56.119.213,24,W05176PSQL0
10.56.122.122,10.56.119.213,1,W05176PSQL0
10.56.122.122,10.56.119.213,18,W05176PSQL0
10.56.24.144,10.56.119.213,5,W05176PSQL0
10.56.8.14,10.56.119.213,363,W05176PSQL0
10.56.8.14,10.56.119.213,1,W05176PSQL0
10.56.8.14,10.56.119.213,64,W05176PSQL0
10.56.8.14,10.56.119.213,2,W05176PSQL0
10.56.8.167,10.56.119.213,1,W05176PSQL0
10.56.8.17,10.56.119.213,7,W05176PSQL0
10.56.8.17,10.56.119.213,1,W05176PSQL0
10.56.8.17,10.56.119.213,2,W05176PSQL0
10.56.8.29,10.56.119.213,17,W05176PSQL0
10.56.8.29,10.56.119.213,4,W05176PSQL0
10.56.87.125,10.56.119.213,1,W05176PSQL0
10.56.87.71,10.56.119.213,8,W05176PSQL0
10.56.87.71,10.56.119.213,6,W05176PSQL0
10.56.87.71,10.56.119.213,5,W05176PSQL0
10.56.87.71,10.56.119.213,3,W05176PSQL0
10.58.96.155,10.56.119.213,4,W05176PSQL0
10.59.96.6,10.56.119.213,2,W05176PSQL0
10.59.96.6,10.56.119.213,1,W05176PSQL0
10.60.1.15,10.56.119.213,4,W05176PSQL0
10.82.1.1,10.56.119.213,1,W05176PSQL0
10.56.119.59,10.56.119.213,15,W05176PSQL0
10.56.119.59,10.56.119.213,16,W05176PSQL0
10.56.119.59,10.56.119.213,144,W05176PSQL0
10.56.119.59,10.56.119.213,216,W05176PSQL0
10.56.119.59,10.56.119.213,160,W05176PSQL0
10.56.119.59,10.56.119.213,59,W05176PSQL0
10.56.119.60,10.56.119.213,14,W05176PSQL0
10.56.119.60,10.56.119.213,34,W05176PSQL0
10.56.119.60,10.56.119.213,46,W05176PSQL0
10.56.119.60,10.56.119.213,73,W05176PSQL0
10.56.119.60,10.56.119.213,169,W05176PSQL0
10.56.119.60,10.56.119.213,35,W05176PSQL0
10.56.122.92,10.56.119.213,2,W05176PSQL0
10.56.122.92,10.56.119.213,1,W05176PSQL0
10.56.122.92,10.56.119.213,5,W05176PSQL0
10.56.122.175,10.56.119.213,2,W05176PSQL0
10.56.122.175,10.56.119.213,13,W05176PSQL0
10.56.122.175,10.56.119.213,8,W05176PSQL0
10.56.122.175,10.56.119.213,3,W05176PSQL0
10.56.122.175,10.56.119.213,4,W05176PSQL0
10.56.122.175,10.56.119.213,45,W05176PSQL0
10.56.122.175,10.56.119.213,2,W05176PSQL0
10.56.122.70,10.56.119.213,4,W05176PSQL0
10.11.96.99,10.56.122.200,1,W05219PAPP0
10.11.96.99,10.56.122.200,1,W05219PAPP0
10.11.96.99,10.56.122.200,1,W05219PAPP0
10.177.103.166,10.56.122.200,1,W05219PAPP0
10.177.103.166,10.56.122.200,4,W05219PAPP0
10.186.0.7,10.56.122.200,4,W05219PAPP0
10.193.192.140,10.56.122.200,2,W05219PAPP0
10.193.192.140,10.56.122.200,1,W05219PAPP0
10.193.249.11,10.56.122.200,1496,W05219PAPP0
10.193.249.11,10.56.122.200,23,W05219PAPP0
10.193.249.11,10.56.122.200,1002,W05219PAPP0
10.193.249.11,10.56.122.200,10,W05219PAPP0
10.193.8.172,10.56.122.200,4,W05219PAPP0
10.56.113.215,10.56.122.200,2,W05219PAPP0
10.56.113.215,10.56.122.200,7,W05219PAPP0
10.56.113.93,10.56.122.200,91,W05219PAPP0
10.56.113.93,10.56.122.200,3,W05219PAPP0
10.56.113.94,10.56.122.200,1,W05219PAPP0
10.56.113.94,10.56.122.200,268,W05219PAPP0
10.56.113.94,10.56.122.200,1,W05219PAPP0
10.56.122.122,10.56.122.200,1,W05219PAPP0
10.56.122.122,10.56.122.200,5,W05219PAPP0
10.56.122.122,10.56.122.200,1,W05219PAPP0
10.56.122.122,10.56.122.200,1,W05219PAPP0
10.56.122.122,10.56.122.200,9,W05219PAPP0
10.59.96.6,10.56.122.200,4,W05219PAPP0
10.56.119.59,10.56.122.200,17,W05219PAPP0
10.56.119.59,10.56.122.200,18,W05219PAPP0
10.56.119.59,10.56.122.200,104,W05219PAPP0
10.56.119.59,10.56.122.200,176,W05219PAPP0
10.56.119.59,10.56.122.200,119,W05219PAPP0
10.56.119.59,10.56.122.200,54,W05219PAPP0
10.56.119.60,10.56.122.200,12,W05219PAPP0
10.56.119.60,10.56.122.200,16,W05219PAPP0
10.56.119.60,10.56.122.200,19,W05219PAPP0
10.56.119.60,10.56.122.200,38,W05219PAPP0
10.56.119.60,10.56.122.200,103,W05219PAPP0
10.56.119.60,10.56.122.200,43,W05219PAPP0
10.56.122.175,10.56.122.200,2,W05219PAPP0
10.56.122.175,10.56.122.200,13,W05219PAPP0
10.56.122.175,10.56.122.200,15,W05219PAPP0
10.56.122.175,10.56.122.200,2,W05219PAPP0
10.56.122.175,10.56.122.200,43,W05219PAPP0
10.56.122.175,10.56.122.200,1,W05219PAPP0
10.56.122.70,10.56.122.200,1,W05219PAPP0
10.56.122.70,10.56.122.200,256,W05219PAPP0
10.56.119.59,10.156.28.86,13,W05245QNOD1
10.56.119.59,10.156.28.86,9,W05245QNOD1
10.56.119.59,10.156.28.86,164,W05245QNOD1
10.56.119.59,10.156.28.86,88,W05245QNOD1
10.56.119.59,10.156.28.86,144,W05245QNOD1
10.56.119.59,10.156.28.86,7,W05245QNOD1
10.56.119.60,10.156.28.86,12,W05245QNOD1
10.56.119.60,10.156.28.86,19,W05245QNOD1
10.56.119.60,10.156.28.86,20,W05245QNOD1
10.56.119.60,10.156.28.86,35,W05245QNOD1
10.56.119.60,10.156.28.86,142,W05245QNOD1
10.56.119.60,10.156.28.86,8,W05245QNOD1
10.56.122.175,10.156.28.86,2,W05245QNOD1
10.56.122.175,10.156.28.86,20,W05245QNOD1
10.56.122.175,10.156.28.86,26,W05245QNOD1
10.56.122.175,10.156.28.86,4,W05245QNOD1
10.56.122.175,10.156.28.86,91,W05245QNOD1
10.56.119.195,10.156.28.89,2,W05245QNOD2
10.56.119.195,10.156.28.85,2,W05245QNOD2
10.56.119.195,10.156.28.87,5,W05245QNOD2
10.56.119.195,10.156.28.87,1,W05245QNOD2
10.56.119.195,10.156.28.88,1,W05245QNOD2
10.56.119.195,10.156.28.85,1,W05245QNOD2
10.56.119.195,10.156.28.88,1,W05245QNOD2
10.56.119.195,10.156.28.89,1,W05245QNOD2
10.56.119.195,10.156.28.88,1,W05245QNOD2
10.56.119.195,10.156.28.85,1,W05245QNOD2
10.56.119.195,10.156.28.87,3,W05245QNOD2
10.56.119.195,10.156.28.88,3,W05245QNOD2
10.56.119.195,10.156.28.89,1,W05245QNOD2
10.56.119.195,10.156.28.85,1,W05245QNOD2
10.56.119.195,10.156.28.88,1,W05245QNOD2
10.56.119.195,10.156.28.89,1,W05245QNOD2
10.56.119.59,10.156.28.87,17,W05245QNOD2
10.56.119.59,10.156.28.87,19,W05245QNOD2
10.56.119.59,10.156.28.87,132,W05245QNOD2
10.56.119.59,10.156.28.87,168,W05245QNOD2
10.56.119.59,10.156.28.87,181,W05245QNOD2
10.56.119.59,10.156.28.87,4,W05245QNOD2
10.56.119.60,10.156.28.87,15,W05245QNOD2
10.56.119.60,10.156.28.87,18,W05245QNOD2
10.56.119.60,10.156.28.87,26,W05245QNOD2
10.56.119.60,10.156.28.87,32,W05245QNOD2
10.56.119.60,10.156.28.87,168,W05245QNOD2
10.56.119.60,10.156.28.87,4,W05245QNOD2
10.56.122.175,10.156.28.87,2,W05245QNOD2
10.56.122.175,10.156.28.85,2,W05245QNOD2
10.56.122.175,10.156.28.87,17,W05245QNOD2
10.56.122.175,10.156.28.87,19,W05245QNOD2
10.56.122.175,10.156.28.88,2,W05245QNOD2
10.56.122.175,10.156.28.89,2,W05245QNOD2
10.56.122.175,10.156.28.89,4,W05245QNOD2
10.56.122.175,10.156.28.85,4,W05245QNOD2
10.56.122.175,10.156.28.87,4,W05245QNOD2
10.56.122.175,10.156.28.88,4,W05245QNOD2
10.56.122.175,10.156.28.89,4,W05245QNOD2
10.56.122.175,10.156.28.85,2,W05245QNOD2
10.56.122.175,10.156.28.87,72,W05245QNOD2
10.56.122.175,10.156.28.88,3,W05245QNOD2
10.56.122.175,10.156.28.89,4,W05245QNOD2
10.56.119.195,10.56.122.207,1,W05247PNOD1
10.11.96.11,10.56.122.207,4,W05247PNOD1
10.11.96.99,10.56.122.207,1,W05247PNOD1
10.11.96.99,10.56.122.207,1,W05247PNOD1
10.11.96.99,10.56.122.207,1,W05247PNOD1
10.167.255.245,10.56.122.207,4,W05247PNOD1
10.177.97.13,10.56.122.207,4,W05247PNOD1
10.193.249.11,10.56.122.207,53,W05247PNOD1
10.193.249.11,10.56.122.207,815,W05247PNOD1
10.193.249.11,10.56.122.207,612,W05247PNOD1
10.193.249.11,10.56.122.207,37,W05247PNOD1
10.193.255.5,10.56.122.207,4,W05247PNOD1
10.193.8.172,10.56.122.207,4,W05247PNOD1
10.193.9.57,10.56.122.207,4,W05247PNOD1
10.21.96.129,10.56.122.207,4,W05247PNOD1
10.226.23.181,10.56.122.207,2,W05247PNOD1
10.226.8.51,10.56.122.207,4,W05247PNOD1
10.27.152.85,10.56.122.207,4,W05247PNOD1
10.56.113.215,10.56.122.207,1,W05247PNOD1
10.56.113.215,10.56.122.207,2,W05247PNOD1
10.56.113.215,10.56.122.207,2,W05247PNOD1
10.56.113.215,10.56.122.207,3,W05247PNOD1
10.56.113.215,10.56.122.207,4,W05247PNOD1
10.56.113.93,10.56.122.207,510,W05247PNOD1
10.56.113.94,10.56.122.207,1,W05247PNOD1
10.56.122.122,10.56.122.207,10,W05247PNOD1
10.56.122.122,10.56.122.207,2,W05247PNOD1
10.56.122.122,10.56.122.207,1,W05247PNOD1
10.56.122.122,10.56.122.207,1,W05247PNOD1
10.56.122.122,10.56.122.207,3,W05247PNOD1
10.56.87.125,10.56.122.207,1,W05247PNOD1
10.60.1.11,10.56.122.207,4,W05247PNOD1
10.56.119.59,10.56.122.207,15,W05247PNOD1
10.56.119.59,10.56.122.207,23,W05247PNOD1
10.56.119.59,10.56.122.207,164,W05247PNOD1
10.56.119.59,10.56.122.207,220,W05247PNOD1
10.56.119.59,10.56.122.207,151,W05247PNOD1
10.56.119.59,10.56.122.207,50,W05247PNOD1
10.56.119.60,10.56.122.207,14,W05247PNOD1
10.56.119.60,10.56.122.207,22,W05247PNOD1
10.56.119.60,10.56.122.207,46,W05247PNOD1
10.56.119.60,10.56.122.207,59,W05247PNOD1
10.56.119.60,10.56.122.207,162,W05247PNOD1
10.56.119.60,10.56.122.207,41,W05247PNOD1
10.56.122.208,10.56.122.207,3,W05247PNOD1
10.56.122.208,10.56.122.207,1,W05247PNOD1
10.56.122.208,10.56.122.207,156,W05247PNOD1
10.56.122.208,10.56.122.207,2,W05247PNOD1
10.56.122.208,10.56.122.207,11,W05247PNOD1
10.56.122.175,10.56.122.207,2,W05247PNOD1
